scorer,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200,DLC_Resnet50_2024-11-18 OFTNov18shuffle1_snapshot_200
bodyparts,Nose,Nose,Nose,Head,Head,Head,MainBody,MainBody,MainBody,Butt,Butt,Butt,TailTip,TailTip,TailTip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
7875,882.1032,191.90282,0.7704137,871.32104,183.6584,0.82869756,842.95984,174.51324,0.7250627,809.1018,176.55023,0.84573686,730.5825,208.69322,0.9633086
7876,882.1032,192.2099,0.8219217,871.1437,183.6584,0.831047,843.08563,174.51324,0.7305111,809.1018,176.55023,0.83968794,730.5681,208.69322,0.96453965
7877,882.0124,192.2099,0.7850302,871.32104,183.6584,0.81494594,843.08563,174.51324,0.75294465,808.96735,176.57181,0.8480408,730.5681,208.68732,0.9683125
7878,882.0124,192.2099,0.758643,871.32104,183.39688,0.8026559,843.08563,174.32973,0.73588675,808.96735,176.66907,0.85761046,730.5469,208.66418,0.9635944
7879,882.0124,191.19107,0.7567156,871.34503,183.17288,0.82960796,843.12317,174.32973,0.73573345,808.9107,176.6256,0.85750246,730.44855,208.58293,0.9641949
7880,882.2402,190.97028,0.76014656,871.63495,182.80615,0.8472494,843.12317,174.32973,0.73503035,808.96735,176.66907,0.8608994,730.4364,208.58293,0.9592861
7881,882.52814,190.5322,0.7370333,871.9111,182.7369,0.77184814,843.1865,174.40485,0.7479821,808.97974,176.8366,0.8454867,730.44855,208.53029,0.9620225
7882,884.23395,190.49551,0.6921795,872.37244,182.03061,0.69717443,843.84973,174.42911,0.7577021,809.10126,176.86229,0.84817564,730.44855,208.53029,0.9683014
7883,887.2565,187.86224,0.38429892,874.7356,180.81383,0.48273838,844.7102,175.20029,0.7021218,809.059,176.91562,0.8646147,730.5573,208.69919,0.9711734
7884,887.4482,187.86224,0.34339726,875.4976,180.76534,0.44161728,845.20166,175.372,0.7066729,809.12085,176.92223,0.86096245,730.59674,208.7069,0.97738194
7885,887.5024,187.86224,0.2994894,875.4976,180.76534,0.40048304,845.2345,175.52463,0.7053347,809.2974,177.01538,0.8523859,730.59674,208.7069,0.9805253
7886,887.5024,188.38092,0.37120223,875.4976,180.76534,0.46433166,845.2345,175.52463,0.7183158,809.4295,177.1974,0.8746056,730.59674,208.73598,0.97894174
7887,887.4482,189.03032,0.4506739,875.44196,180.8531,0.5274654,845.2229,175.52463,0.74633706,809.4382,177.21204,0.84926736,730.59674,208.7767,0.9768945
7888,886.3814,190.00232,0.6277888,874.7922,181.48119,0.681819,845.2229,175.49951,0.7523188,809.6254,177.21204,0.8530583,730.59674,208.73598,0.971799
7889,886.26447,190.00232,0.49797344,874.70026,181.63792,0.54930216,844.92944,175.49951,0.75420684,809.6254,177.21204,0.8374173,730.5678,208.73598,0.9737507
7890,886.0327,190.08934,0.50887686,874.22504,181.79393,0.5555527,844.68384,175.38678,0.7539858,809.4901,177.19777,0.84442604,730.6151,208.71562,0.96274465
7891,886.0327,190.00232,0.5254483,874.22504,181.79393,0.5785204,844.68384,175.39401,0.75621283,809.4901,177.1775,0.8604435,730.6434,208.71385,0.9685618
7892,885.5463,190.00232,0.49736392,874.22504,181.91664,0.5411112,844.68384,175.49951,0.7429081,809.2621,177.1775,0.8554405,730.6151,208.71385,0.96381015
7893,885.3705,190.28275,0.46775228,873.7691,182.16013,0.514337,844.6809,175.39401,0.7286083,809.2621,177.11696,0.8601224,730.6434,208.71562,0.9632218
7894,885.22345,191.4475,0.53218275,873.6166,183.09828,0.5430676,844.4298,175.38678,0.7286009,809.2621,177.09744,0.86607593,730.647,208.81834,0.9702395
7895,884.73566,192.03175,0.5366125,872.92993,183.1328,0.53743726,844.3728,175.39401,0.6983699,809.6151,177.09744,0.86752784,730.85596,209.69418,1.0
7896,882.7239,197.85446,0.62474304,870.08734,186.00824,0.7236094,844.4298,175.42247,0.70780313,809.6151,177.0852,0.872867,730.8646,209.69418,1.0
7897,879.5081,204.51053,0.82444704,870.0589,189.97867,0.87018734,843.9133,175.26369,0.7253942,809.687,176.59305,0.8659773,731.08777,209.69418,0.99869144
7898,875.46454,204.76381,0.8583642,866.08405,191.86578,0.8739893,843.27277,175.26369,0.7239738,809.6314,175.53607,0.8620382,731.21466,206.65483,0.9469558
7899,871.9382,208.89658,0.88954437,864.4999,194.07361,0.86194694,843.49097,175.4199,0.69027,809.6314,173.96011,0.9047248,731.7815,206.05275,0.953356
7900,867.9286,210.98868,0.91763884,862.97577,195.33789,0.8097273,843.9133,175.4199,0.7002281,809.687,173.25317,0.84897554,731.87225,205.78598,0.96862453
7901,867.3328,212.7392,0.9315537,862.7901,196.7267,0.802427,843.9133,175.4199,0.67745084,810.162,172.00165,0.8678273,732.87256,201.87172,1.0
7902,866.88324,218.88849,0.9164051,860.9204,199.69415,0.74176556,844.23944,176.35416,0.641205,810.7653,171.18163,0.8606522,733.6108,200.90115,0.9879817
7903,865.95197,222.46056,0.9267601,860.21814,203.1548,0.75973094,846.8837,176.59898,0.65424013,813.529,169.91429,0.8235178,736.1405,199.2178,0.9924195
7904,864.2331,228.2593,0.8069259,859.94653,209.5901,0.774439,848.32214,179.81836,0.7137648,817.31213,168.00278,0.80009824,743.0678,197.2622,1.0
7905,863.86707,236.91006,0.88861275,858.22235,215.45569,0.74660033,850.46985,186.57741,0.7699426,823.80316,168.00278,0.65445507,750.36237,191.40439,0.96228766
7906,862.2995,242.92815,0.87762964,857.60095,222.62262,0.6278916,852.7531,189.18002,0.6981785,829.88135,168.00278,0.5762533,754.3508,189.822,0.9670549
7907,860.19525,250.80806,0.7844751,855.9334,229.30937,0.7081907,853.643,196.81119,0.79473037,834.643,172.11946,0.63766193,763.0986,185.81152,0.96517366
7908,857.09424,257.86884,0.8658852,855.6653,233.96661,0.7287748,853.643,200.89624,0.6598491,839.26825,173.09041,0.68450755,768.04376,184.31677,0.9633045
7909,854.0826,266.41336,0.87046605,854.91315,243.32127,0.75178146,853.643,211.85686,0.7600395,843.9293,176.31071,0.6337735,774.36426,179.7716,1.0
7910,852.7083,275.09338,0.85452414,854.6261,254.12502,0.72112864,852.16766,219.22215,0.71055573,845.22766,187.96257,0.7109687,774.8845,178.75043,0.9040813
7911,852.6928,284.4465,0.9468517,852.3636,262.47467,0.7772525,850.7769,228.49542,0.7552403,845.81647,195.08846,0.6747626,775.7032,174.48265,0.9030782
7912,852.2505,291.97113,0.8838305,851.34045,272.09116,0.7504006,850.3402,236.4481,0.6815347,847.1749,203.30104,0.6769511,777.5794,174.47392,0.9632497
7913,852.2505,301.0248,0.94296557,851.34045,278.211,0.74218655,850.3402,246.71793,0.8186726,849.3604,214.7447,0.6516913,786.43176,172.97313,0.8721542
7914,852.2505,310.0054,0.86882484,851.34045,289.8635,0.780195,850.3402,257.49008,0.76119655,849.3604,221.46933,0.741845,794.58813,172.97313,0.8965529
7915,853.09625,318.39346,0.9395169,852.6726,296.53534,0.7966094,850.2592,264.4725,0.80608976,849.3604,230.7583,0.74861515,794.58813,172.97313,0.8328301
7916,857.10205,323.5011,0.94226086,853.67505,305.31857,0.8475807,849.50055,272.30615,0.8073238,845.19965,238.59877,0.8678892,794.58813,177.7732,0.90314555
7917,857.5951,326.40048,0.94509333,853.9017,308.3547,0.8507587,848.56586,277.07483,0.79994655,840.7998,244.16095,0.81988704,792.30634,182.21368,0.79990727
7918,861.6255,333.1324,0.866684,855.50507,313.12982,0.79678154,847.73334,279.6456,0.67007506,840.71063,246.65372,0.8422434,792.30634,183.94621,0.86624473
7919,862.9194,334.74072,0.84992343,856.7303,319.16238,0.78809375,847.73334,283.51547,0.67604446,840.71063,250.55923,0.89745843,792.30634,184.38614,0.89297616
7920,866.1607,338.58493,0.91823626,858.69275,320.203,0.84731835,847.73334,286.64725,0.6803715,840.71063,252.92993,0.8860832,794.05054,185.20146,0.89153546
7921,869.32556,345.15814,0.9059302,862.1576,324.98123,0.8020772,851.06445,293.05063,0.8071771,842.1403,260.065,0.80708855,802.3887,187.5763,0.8729177
7922,873.31934,354.928,0.90754366,866.07465,336.50336,0.7365743,853.3294,302.30902,0.7746411,842.1403,268.7536,0.9041895,803.05066,194.75163,0.920414
7923,877.6181,366.87613,0.88921994,869.03345,343.87387,0.77053714,855.57227,314.49026,0.7892567,842.1403,280.03656,0.7670784,803.05066,206.41759,0.6705336
7924,879.91345,372.83698,0.9025026,869.0608,353.20172,0.76096904,855.57227,325.3134,0.8251557,842.10504,293.14392,0.68744075,803.05066,216.1402,0.8389829
7925,881.6431,372.83698,0.916314,869.8935,353.20172,0.79339945,855.57227,329.26694,0.784196,838.737,297.51715,0.9367026,800.5273,220.83316,0.81016374
7926,883.91064,372.83698,0.78041464,871.0065,353.20172,0.7107774,855.57227,330.16013,0.8184576,838.737,299.93878,0.95377886,800.5273,223.03035,0.7871223
7927,889.38904,368.63162,0.6068678,874.09454,353.59274,0.69667315,855.57227,330.45935,0.77951986,838.737,301.40366,0.93639064,800.5273,223.89502,0.78738093
7928,893.23456,368.63162,0.54289836,875.2778,353.59274,0.58755165,856.19727,331.52786,0.740829,839.3673,302.27246,0.9019145,805.63416,226.20235,0.80908465
7929,893.23456,367.9973,0.3615264,876.7137,353.59274,0.49680206,857.271,334.88943,0.73135704,839.4966,307.5405,0.8912519,809.8851,227.35687,0.9116572
7930,894.488,368.63162,0.21325286,879.03265,354.04453,0.37317774,860.7167,339.1835,0.8103528,840.4085,314.04898,0.86309505,810.15314,241.48708,0.83193964
7931,894.8679,368.69946,0.17316225,881.10406,354.13904,0.29324007,864.2786,342.53625,0.9618725,840.4085,318.3362,0.757534,810.15314,246.59341,0.906693
7932,895.4111,371.5482,0.13193563,881.79297,355.9608,0.31237674,864.56006,344.26965,0.8317203,840.4085,325.13977,0.8401366,809.8851,259.496,0.6751137
7933,897.40204,373.73843,0.18844572,883.28705,358.9832,0.3726504,864.7351,348.65292,0.81593364,840.4085,332.74,0.9726701,791.2866,278.45312,0.61223114
7934,902.7901,378.4631,0.25080198,884.6875,360.40332,0.52355313,865.6796,351.23993,0.8484298,840.4085,336.9842,0.9027567,780.0618,288.19263,0.8194244
7935,907.866,378.4811,0.33721042,887.7372,363.22958,0.4917541,869.0096,352.5015,0.8690246,841.5893,339.3259,0.8800966,780.0618,289.96082,0.85615146
7936,907.866,378.9859,0.38203058,896.2798,365.58057,0.5509547,871.96,354.4944,0.8164799,846.19086,340.69437,0.87169063,780.0618,290.6186,0.89067674
7937,908.657,380.25018,0.34659433,897.33966,366.00418,0.55482376,873.70135,356.0391,0.83085907,848.82794,341.73532,0.914941,782.277,290.79663,0.8676953
7938,908.657,381.6829,0.36379856,897.33966,367.63535,0.5327613,874.98785,357.63824,0.8085696,850.2106,344.76978,0.9356168,783.6502,295.27478,0.8641049
7939,908.657,383.51926,0.1830287,897.33966,368.56912,0.43309388,874.98785,357.63824,0.7413215,850.2106,344.76978,0.95889366,783.6502,296.84082,0.8322066
7940,908.1486,384.47015,0.2863578,896.98663,370.30768,0.5228854,874.98785,357.63824,0.8320925,850.2106,344.76978,0.9295423,783.6502,298.0677,0.8091784
7941,907.60223,384.70145,0.34336597,896.5239,370.3111,0.52761424,874.0586,356.40424,0.8674754,848.05133,340.9782,0.90932405,775.5746,304.81873,0.8691371
7942,906.47925,394.19202,0.39761782,895.29504,370.3111,0.47129983,873.30914,355.9059,0.8151547,846.42993,339.7566,0.844239,765.0794,305.85876,0.8790676
7943,902.99066,394.19202,0.29578468,893.9675,370.3111,0.32571253,872.0344,354.6771,0.73213345,842.0824,337.98444,0.8223961,761.717,306.53412,0.8705968
7944,902.99066,394.19202,0.23605703,886.7118,370.87808,0.37352931,869.5171,351.8989,0.8339258,839.96594,335.9309,0.7863496,759.0486,306.84634,0.9083854
7945,895.027,394.19202,0.27766228,884.02216,370.87808,0.47730795,866.92596,351.04373,0.82913524,837.72705,334.90985,0.83326805,754.3166,307.60886,0.9017945
7946,885.99756,394.19202,0.4311492,881.46423,370.87808,0.5932672,864.6226,351.04373,0.78985333,836.4181,333.94345,0.86273956,752.9156,307.60886,0.85655934
7947,884.6885,394.46713,0.64931077,879.0718,374.2396,0.6032481,862.8097,351.04373,0.7596182,834.9473,333.9404,0.8403225,752.80414,307.60886,0.8180274
7948,883.45715,395.7815,0.8865056,873.9244,375.22702,0.75017715,861.43726,353.15308,0.81262815,834.57434,333.7777,0.83902115,751.5952,306.79016,0.8096158
7949,882.2288,396.79166,0.94173217,872.83563,376.51804,0.78298056,858.7968,353.50995,0.8108806,832.5656,333.7777,0.78141934,750.0054,306.13086,0.8053686
7950,880.6595,397.84955,0.93569696,872.0861,378.0064,0.7826359,858.5957,354.56958,0.79113114,831.7428,333.23322,0.70213073,749.7999,305.47473,0.7970633
7951,877.9747,398.98697,0.9012227,871.6939,379.2954,0.82812476,858.5955,355.43936,0.82986027,831.7428,333.11713,0.68206996,749.2654,305.28958,0.79653156
7952,874.3172,399.40588,0.90239877,870.2874,380.78647,0.80295163,858.5955,355.90015,0.8422309,831.7428,333.3379,0.6943808,749.1197,305.1836,0.81529295
7953,874.3172,401.51236,0.9477483,870.22894,384.70703,0.85904515,858.7968,356.39963,0.8126758,831.8065,333.3379,0.7493308,749.1197,305.0753,0.8521039
7954,874.3172,404.34015,0.98155725,870.22894,386.60745,0.8475238,858.9616,357.20413,0.7886513,831.90125,333.3379,0.71727705,749.20575,305.07098,0.84065986
7955,876.53235,406.32736,0.9498446,870.22894,387.27582,0.827799,858.9616,358.2244,0.78515804,831.94104,333.71475,0.704496,749.20575,305.0753,0.85477746
7956,880.9595,408.88196,0.90065914,871.28314,388.9083,0.75275373,858.9616,359.65048,0.73379225,832.0138,334.10992,0.7344494,749.20575,305.0753,0.8571479
7957,880.9595,411.66138,0.9490967,871.662,390.808,0.75927764,857.66895,361.3186,0.72574085,833.00287,334.65918,0.7442556,749.3317,305.83438,0.8971637
7958,880.9595,412.98346,0.95945984,871.662,392.137,0.76499236,857.66895,362.0396,0.7104558,834.4833,334.8812,0.7220295,750.45496,306.14407,0.8825131
7959,880.8932,414.35446,0.9373885,871.662,393.25,0.75280523,857.66895,362.416,0.7080906,834.75085,335.8926,0.75504225,752.7026,306.14407,0.8738617
7960,878.26624,420.9153,0.9340127,871.26056,400.72647,0.69693786,857.689,369.26343,0.64779234,836.65643,337.64755,0.7789032,754.4925,306.18222,0.91627294
7961,872.7234,428.021,0.8140061,868.76196,406.05566,0.65426517,858.75604,374.11905,0.6606285,838.3282,340.67578,0.74985415,758.20294,306.52115,0.89372903
7962,870.6671,438.9423,0.848345,867.19885,419.46292,0.7127406,859.07874,379.94116,0.6414166,844.27924,348.27487,0.6971547,766.9462,306.52115,0.8857106
7963,869.6766,450.18677,0.88637125,866.1943,430.6002,0.6955952,859.07874,393.38974,0.5755262,849.9091,356.6699,0.75665206,810.5329,305.88074,0.20274822
7964,869.6766,458.2436,0.8560216,866.1943,437.28125,0.69568676,859.5458,399.81546,0.6513822,850.96497,365.9325,0.8073518,810.8707,307.98538,0.8969782
7965,870.0467,469.60654,0.8344613,867.19885,448.0183,0.6648157,860.3796,415.76834,0.6198847,850.96497,374.81342,0.29444408,810.8707,315.38907,0.70955455
7966,870.0467,480.89865,0.83706653,867.403,461.96902,0.6565723,860.50433,427.47485,0.6980601,850.96497,392.40576,0.43724072,810.8707,346.47302,0.1730224
7967,870.0467,492.35687,0.8375058,867.403,469.1782,0.6265308,860.50433,437.308,0.67636377,849.5216,403.51733,0.7483408,797.93097,347.1404,0.24066958
7968,870.05945,501.6639,0.7920909,867.8366,481.5633,0.6678631,860.3796,446.99133,0.74653727,849.5216,412.88776,0.6393192,797.93097,350.66956,0.87472916
7969,870.31213,514.5128,0.7756003,867.8366,493.42963,0.61918277,859.99243,458.83038,0.5998466,849.5216,425.6714,0.76828355,797.93097,354.05557,0.8464779
7970,875.1265,525.68994,0.80449116,868.5995,503.3015,0.6276737,859.99243,470.9354,0.58921456,851.3217,436.67148,0.85706276,805.2915,359.65854,0.90978295
7971,876.74445,539.1249,0.79375255,868.87134,516.8611,0.6516952,859.99243,480.27786,0.61690843,852.07794,446.86838,0.8133617,826.9727,375.53275,0.7222015
7972,877.9906,547.42236,0.85774755,870.49146,526.9216,0.6188587,860.59216,491.94226,0.6905744,852.07794,459.39227,0.7441379,826.9727,378.19125,0.8265871
7973,879.5737,555.2864,0.7075022,873.2009,533.4019,0.63674843,862.8362,500.63535,0.7099077,852.07794,466.1833,0.842167,826.9727,392.86783,0.51944596
7974,880.4401,562.2741,0.7501207,873.8449,542.25525,0.60454214,863.54224,509.00406,0.7395004,851.9066,475.05322,0.8203056,812.6974,403.6563,0.742922
7975,880.498,570.30743,0.64948,873.8449,549.084,0.6416237,863.58484,519.19507,0.7738011,851.7017,483.55722,0.51248276,809.92194,408.44107,0.8269247
7976,880.55634,579.8651,0.77918005,873.885,559.2535,0.624384,864.63226,525.84674,0.7395075,851.7017,493.2133,0.83983725,809.92194,419.32007,0.82053804
7977,881.0305,588.0827,0.7267353,874.442,563.8755,0.6860304,864.84216,533.354,0.66909325,851.7017,498.95035,0.8139832,809.92194,424.14886,0.79501337
7978,881.3104,594.2441,0.7320923,874.6332,569.60547,0.59795773,864.84216,538.7085,0.6880066,853.07886,503.65897,0.86518884,817.531,425.22482,0.84154916
7979,881.66907,594.2441,0.70528454,874.83655,575.2306,0.5463816,865.4797,544.2197,0.67495286,855.1596,509.18127,0.85741985,826.6329,429.02887,0.88162553
7980,881.3104,594.5453,0.42936885,874.844,575.6716,0.3787596,866.05524,546.3721,0.7449793,856.2518,514.1243,0.7588688,826.6329,430.20285,0.86218923
7981,881.0305,595.9124,0.46043196,876.0672,575.6716,0.438238,866.52765,546.3721,0.7525926,856.3415,514.2227,0.7863431,826.6329,435.03946,0.9044262
7982,880.1371,595.9124,0.6045492,876.0672,575.2306,0.49641007,866.96967,546.59424,0.7772305,857.1634,514.66486,0.79244345,821.60767,435.934,0.9349957
7983,879.3945,596.7093,0.48473135,875.85754,575.2306,0.48094383,866.96967,547.12366,0.80159265,856.3415,514.9062,0.80857116,820.0211,436.6951,0.9107233
7984,876.5666,597.19214,0.41653526,874.844,576.1243,0.47968337,866.96967,548.02826,0.8124204,856.3415,516.18164,0.8081234,819.484,436.7302,0.9180797
7985,870.03754,596.7093,0.37646893,869.46515,574.8394,0.44552457,865.49664,548.09625,0.68771464,854.584,517.4416,0.8722098,819.484,437.71915,0.92333883
7986,866.8668,597.19214,0.3214115,866.4241,576.2003,0.41599244,862.1098,548.50494,0.6268199,854.584,517.7278,0.9007537,820.0211,437.71915,0.8787526
7987,861.08905,597.43396,0.2463546,862.0434,576.2003,0.433194,861.327,548.75134,0.6392604,854.584,517.7278,0.867692,820.62897,437.71915,0.90814346
7988,848.37463,601.71136,0.5122301,860.39185,577.0594,0.5324737,859.20435,550.63873,0.65118486,854.9188,518.0163,0.85699433,821.8921,438.09497,0.8461498
7989,846.5242,602.3539,0.48897937,857.51227,577.2048,0.5011547,858.4586,550.7633,0.6867473,854.936,518.45496,0.8671485,822.7942,438.10324,0.92241126
7990,842.43353,607.1929,0.4128413,854.93805,577.549,0.435096,858.0111,551.5437,0.6619407,855.3019,518.45496,0.8619782,824.3403,438.10324,0.9070897
7991,837.12555,607.1929,0.39233562,848.87756,581.27155,0.47631115,856.8916,553.8414,0.67904264,855.88293,518.6052,0.8410472,824.8582,438.10324,0.8687561
7992,835.9856,607.1929,0.41891685,848.04364,581.27155,0.49291563,856.5631,553.8414,0.7289008,856.37317,518.9917,0.8036342,831.636,438.10324,0.7707617
7993,834.71277,606.68286,0.36650145,847.0699,581.27155,0.4707449,856.46576,553.8414,0.7240411,856.37317,518.9917,0.7961052,831.636,437.75357,0.84945184
7994,834.71277,602.9984,0.46282566,847.0699,579.69556,0.52007586,855.46155,553.72925,0.7533624,856.37317,518.9917,0.8095792,831.636,436.2397,0.83067596
7995,834.71277,602.6344,0.53546464,847.0699,579.69305,0.5460287,854.0419,552.72626,0.71678126,855.78674,518.7057,0.81437963,830.2613,435.88397,0.8325327
7996,837.4334,602.5986,0.568659,849.29297,577.8028,0.53356665,853.8807,551.56903,0.74814785,855.44275,518.7057,0.82311785,829.99164,436.2397,0.8709174
7997,846.23944,601.08606,0.6504915,849.38965,577.8028,0.6984491,853.7944,550.86206,0.78966105,855.35455,518.7057,0.81924176,829.51495,436.2397,0.8048288
7998,849.72876,601.08606,0.7335547,850.32043,577.8028,0.7477785,853.8807,550.86206,0.8494437,855.35455,519.1139,0.8304132,828.81946,437.54547,0.89965886
7999,852.6879,601.08606,0.699667,852.4273,578.9353,0.7273364,853.8807,550.86206,0.87337416,855.0898,520.8606,0.7596719,829.51495,440.7046,0.83340555
8000,858.45526,601.9546,0.6383106,855.3462,579.54535,0.7104243,854.08466,553.79785,0.80547327,854.8257,523.3829,0.80344296,829.51495,442.11676,0.7978597
8001,864.1801,601.9546,0.67186517,857.7244,580.9974,0.7753843,854.08466,555.9941,0.87378114,854.7299,524.6675,0.8259132,828.3053,443.7996,0.7626422
8002,866.0442,602.0593,0.59079623,859.11487,581.1975,0.70648086,854.08466,557.2319,0.8417909,851.53046,525.4331,0.95771694,828.3053,444.15717,0.8160732
8003,866.71747,603.0761,0.5183561,860.6202,582.0218,0.7614049,854.08466,557.3556,0.8361116,849.6156,529.2536,0.8877661,828.3053,445.7002,0.8695494
8004,875.9396,604.0415,0.53512675,866.02594,585.61096,0.6584278,854.08466,563.1224,0.86895096,849.6156,533.2754,0.8066909,828.3053,450.5841,0.8912591
8005,878.926,604.0415,0.530981,869.0445,587.8124,0.6648742,856.3818,566.5537,0.8055024,849.6156,537.8243,0.8387946,828.3053,455.9604,0.8215381
8006,878.926,604.0415,0.24760324,873.8369,589.2347,0.5167727,858.67126,572.4315,0.7128548,850.64136,544.6937,0.83592,828.8328,460.4965,0.75468665
8007,878.926,596.2027,0.24461909,876.068,593.7499,0.52971447,863.7151,578.75806,0.5551606,852.87634,549.548,0.8024012,828.8328,467.57697,0.8558432
8008,842.34485,562.1533,0.3412681,877.1056,593.7499,0.51487,866.1376,579.2497,0.66452926,853.96027,555.1049,0.69190097,829.6722,474.16074,0.7859189
8009,842.34485,562.1533,0.28939965,877.2609,593.7499,0.5001029,866.1376,579.2497,0.69139034,854.24445,555.1049,0.7525836,829.6722,474.16074,0.8807654
8010,842.34485,562.1533,0.2974196,877.35516,591.5443,0.46030736,866.1376,579.2497,0.6136123,854.24445,555.1049,0.7542711,829.4761,474.16074,0.7464979
8011,885.99493,590.5428,0.28405583,877.3681,589.2299,0.4063826,864.8285,576.22565,0.51679873,853.96027,553.185,0.76272064,829.4761,467.57877,0.863556
8012,889.14703,592.32733,0.3059437,880.2188,586.3764,0.54432565,863.9765,574.56976,0.63641924,852.6366,548.3854,0.8037748,829.4761,464.43137,0.74264276
8013,889.14703,592.38654,0.31595626,880.3462,585.89624,0.48479515,862.7783,570.6129,0.67469645,848.42096,543.2919,0.82373166,826.41675,461.18497,0.8647828
8014,889.14703,594.75256,0.3903776,881.16724,584.158,0.48039743,861.9037,567.5094,0.655186,845.5724,540.069,0.82540756,824.6187,458.0567,0.8138038
8015,889.14703,592.38654,0.30529505,882.9261,580.4028,0.42482287,860.24066,564.64996,0.6944285,843.92456,538.0024,0.8678626,824.0534,456.42813,0.82457113
8016,895.0286,592.32733,0.2789403,882.9261,575.55316,0.4115715,860.24066,561.68646,0.79676294,841.703,534.84375,0.8269034,823.9274,454.4079,0.87189585
8017,893.18463,580.7643,0.26264086,882.9261,569.9129,0.44931477,860.24066,558.5143,0.6993721,841.703,534.4081,0.82389677,823.82104,453.72797,0.8825725
8018,893.18463,575.79895,0.21464089,883.33295,565.04706,0.3804948,864.8447,557.0313,0.64921355,841.703,534.4081,0.8554624,823.5755,453.72797,0.8835834
8019,893.18463,564.8412,0.23953602,884.9922,559.9911,0.39443192,866.2657,555.6225,0.63917065,842.88043,533.8491,0.86155003,823.3966,453.72797,0.9116226
8020,840.34174,564.0546,0.33041525,885.2388,558.49866,0.39260763,867.1715,553.9747,0.63835,842.88043,533.78424,0.82880974,822.932,453.6051,0.87457085
8021,840.34174,563.87354,0.33666083,886.0473,554.9939,0.35230884,867.85205,550.61835,0.64342314,842.88043,533.7073,0.8278526,822.2684,453.21432,0.9127099
8022,840.34174,564.0546,0.42081583,886.0473,542.9391,0.40949968,868.9164,546.78076,0.7408468,842.92804,531.5967,0.8161684,822.0259,452.42123,0.8553945
8023,840.94037,564.60394,0.48083743,886.1708,541.3022,0.4273875,872.37177,543.33154,0.71699846,842.92804,530.31354,0.80924445,821.721,451.83295,0.86604255
8024,840.9867,564.0546,0.43134496,887.834,541.04395,0.41801852,872.5883,543.26324,0.7144076,842.97003,530.31354,0.8415266,821.1049,451.06262,0.88527256
8025,842.1388,563.87354,0.4864172,887.834,534.17834,0.43993613,873.4842,541.6109,0.78082854,843.78033,530.31354,0.76955926,820.97345,451.06262,0.8700182
8026,897.7991,515.87775,0.49780145,888.09357,530.1438,0.49120644,873.62006,540.58057,0.82019645,843.78033,530.22034,0.7630976,820.92554,451.06262,0.8672167
8027,897.7991,512.53235,0.5326069,888.2376,525.7905,0.6019418,874.0242,539.34564,0.8078397,843.78033,530.22034,0.7640977,820.9062,451.39938,0.894846
8028,897.7991,510.55576,0.55149883,888.2376,523.14404,0.6588039,874.02637,537.3728,0.77107424,844.18896,529.9465,0.7676286,820.9062,451.39938,0.89864445
8029,897.1308,505.2266,0.5391032,888.23505,518.81995,0.57595557,874.33417,535.1948,0.7908689,844.1946,529.4914,0.7699333,820.8881,451.39938,0.90855974
8030,897.1308,502.04996,0.5143113,888.23505,516.79626,0.48113805,874.6729,533.6171,0.8221231,845.0434,529.487,0.74502015,820.8881,451.33417,0.9141194
8031,896.9974,499.65988,0.47934043,886.96295,513.7946,0.49548253,874.6729,528.2548,0.82537645,845.0434,524.60944,0.719613,820.9092,451.0322,0.90556014
8032,897.1308,498.2895,0.47108305,886.77795,512.88464,0.5188658,874.6729,526.1986,0.8602142,845.0434,523.36304,0.7298521,821.0208,450.62106,0.91976595
8033,897.665,495.21408,0.51325274,886.77795,510.53064,0.57945275,875.3669,524.5241,0.88663983,844.2142,520.9915,0.7344004,821.1525,450.30753,0.917907
8034,898.40326,489.12192,0.58365494,886.77795,504.1301,0.66683716,875.3669,522.0312,0.8331718,844.2142,520.483,0.73921984,821.24243,450.30753,0.9285826
8035,900.004,482.97833,0.54797184,891.4641,497.59262,0.62148356,876.9621,517.7772,0.8893051,844.2142,519.98804,0.69986165,821.24243,450.30753,0.9391527
8036,900.004,477.3146,0.41289407,892.22797,492.43256,0.6173012,879.10583,511.84946,0.9593172,849.49426,517.839,0.6585235,821.24243,450.58203,0.9561167
